"SamplingPoint","Date","Week","Longitude","Latitude","Altitude","Temperature","AirPressure","Humidity","Precipitation","WindSpeed","Population","PM10","WeeklyPM10"
"SPO-SE0071A_00005_100","2017-11-18",46,17.9224,59.4435,34,3.9,995.466666666667,87.5,1,201.666666666667,1745766,3.112499995,5.87142856755952
"SPO-SE0081A_00005_100","2017-11-18",46,16.1779,58.589,12,4.2,997.3875,88.3333333333333,2.7,212.416666666667,140927,5.59520830791667,8.94198807577382
"SPO-SE0085A_00005_100","2017-11-18",46,12.6916,56.0472,3,5.8,1003.1875,84.2916666666667,2.4,236.041666666667,143304,12.69999999,12.4714285685714
"SPO-SE0087A_00005_100","2017-11-18",46,18.0044,59.3255,16,4.4,995.466666666667,87.5,1,210,1745766,8.44583333166667,14.3898809495238
"SPO-SE0091A_00005_100","2017-11-18",46,20.9605,64.7505,10,-6.1,996.958333333333,90.375,0.2,300.833333333333,0,3.09997599,4.46664433
"SPO-SE0092A_00005_100","2017-11-18",46,15.6305,58.411,48,3.1,997.8,90.7916666666667,2.5,208.333333333333,158520,2.59569563478261,4.5702001459228
"SPO-SE0093A_00005_100","2017-11-18",46,12.8634,56.6721,6,6.7,1000.34166666667,89.6666666666667,1.7,236.708333333333,0,13.19999999,12.9833333316667
"SPO-SE0095A_00005_100","2017-11-18",46,17.3089,62.3886,7,-3.5,994.466666666667,93.8333333333333,6.8,310.416666666667,0,4.12416666291667,5.33982142476191
"SPO-SE0100A_00005_100","2017-11-18",46,22.1404,65.5806,4.1,-6.3,996.741666666667,92.3333333333333,1.4,312.5,0,1.2,2.47142856714286
"SPO-SE0103A_00005_100","2017-11-18",46,16.198,58.5917,8,4.2,997.3875,88.3333333333333,2.7,212.416666666667,140927,5.49104164375,8.53693942152174
"SPO-SE0104A_00005_100","2017-11-18",46,17.6357,59.8601,22,2.8,995.8875,91.875,4,172.083333333333,219914,4.03333333,5.07797618690476
"SPO-SE0106A_00005_100","2017-11-18",46,18.7161,63.2914,10,-4.6,996.0125,90.2083333333333,9.4,202.083333333333,0,4.4,8.41428571
"SPO-SE0113A_00005_100","2017-11-18",46,12.9447,57.7208,143,3,998.1,99.0416666666667,9.6,224.708333333333,111026,8.4,8.78571428285714
"SPO-SE0114A_00005_100","2017-11-18",46,17.6348,59.2013,37,3.4,995.466666666667,89.375,2.6,203,75773,7.59166666375,6.30641156136395
"SPO-SE0117A_00005_100","2017-11-18",46,18.3036,57.6369,44,5.9,1000.15416666667,90.7916666666667,0.8,243.333333333333,0,11,8.88571428571429
"SPO-SE09569_00005_100","2017-11-18",46,17.3032,62.3865,20,-3.5,994.466666666667,93.8333333333333,6.8,310.416666666667,0,5.85826084521739,7.59043528119566
"SPO-SE135019_00005_100","2017-11-18",46,14.8573,56.1773,5,4.8,1003.05,88.6666666666667,5.3,236.25,0,3.23517734307692,6.29901896999783
"SPO-SE135020_00005_100","2017-11-18",46,13.4981,59.3782,47,2.6,994.9125,88.2083333333333,1.9,129.5,0,4.4,5.83333333
"SPO-SE155527_00005_100","2017-11-18",46,18.0757,59.3146,24,4.4,995.466666666667,87.5,1,210,1745766,9.82083332916667,13.7732142823214
"SPO-SE155530_00005_100","2017-11-18",46,16.5505,59.6099,23,3.3,996.079166666667,86.9166666666667,1.8,175,150134,4.34458332916667,4.96047618630952
"SPO-SE155531_00005_100","2017-11-18",46,13.1575,55.3729,1.7,5.9,1004.825,87.375,6.2,254.208333333333,0,8.69999999,13.01666666
"SPO-SE156417_00005_100","2017-11-18",46,17.6463,59.8571,15,2.8,995.8875,91.875,4,172.083333333333,219914,5.66249999541667,5.53095237803572
"SPO-SE157993_00005_100","2017-11-18",46,18.004,59.3133,37,4.4,995.466666666667,87.5,1,210,1745766,5.76249999541667,6.71547618666667
"SPO-SE30312_00005_100","2017-11-18",46,16.1923,58.596,6,4.2,997.3875,88.3333333333333,2.7,212.416666666667,140927,5.48552171478261,8.7862036557298
"SPO-SE31752_00005_100","2017-11-18",46,21.4792,65.3181,8.5,-6.5,997.716666666667,88.4166666666667,1.3,246.75,0,NA,NA
"SPO-SE32082_00005_101","2017-11-18",46,14.7861,56.8786,165,2.9,1001.10833333333,99,8.8,224.125,0,7.22499999625,7.50119047244048
"SPO-SE34399_00005_100","2017-11-18",46,17.9577,59.4102,39,3.9,995.466666666667,87.5,1,201.666666666667,1745766,5.42499999541667,5.82499999613095
"SPO-SE36245_00005_100","2017-11-18",46,17.1471,60.6715,10,0.9,995.145833333333,97.8333333333333,5.6,136.333333333333,0,7.462499995,6.39642856767857
"SPO-SE36364_00005_100","2017-11-18",46,15.2149,59.2683,26,3.1,995.2125,100,5.9,237.333333333333,150291,4.09999999,4.02857142285714
"SPO-SE36365_00005_100","2017-11-18",46,14.1737,57.7816,90,2.5,998.504166666667,93.25,1.4,219.583333333333,137481,5.79999999,6.22857142285714
"SPO-SE37479_00005_100","2017-11-18",46,17.9199,59.489,39,3.9,996.1,87.5,1,201.666666666667,1745766,5.22083333,4.66428571125
"SPO-SE38350_00005_100","2017-11-18",46,13.1803,55.7033,40,5.6,1004.825,87.375,3.4,254.208333333333,121274,7.16169716958333,7.54317564922933
"SPO-SE0003A_00005_100","2017-11-19",46,18.0488,59.3172,24,-0.3,998.733333333333,89.25,0.7,346.666666666667,1745766,10.8124999958333,12.9714285673809
"SPO-SE0004A_00005_100","2017-11-19",46,11.9702,57.709,31.3,1.4,999.829166666667,89.8333333333333,4,197.916666666667,564039,3.004666661,11.05456220153
"SPO-SE0005R_00005_100","2017-11-19",46,15.3197,63.8455,380,-5.9,1005.025,87.7916666666667,0,321,0,1.6,1.54285714285714
"SPO-SE0014R_00005_100","2017-11-19",46,11.9142,57.3937,2,3.7,999.829166666667,89.8333333333333,4,263.458333333333,0,6.59999999,13.0714285657143
"SPO-SE0021A_00005_100","2017-11-19",46,11.9946,57.7009,4.8,1.4,999.829166666667,89.8333333333333,4,197.916666666667,564039,6.39834706380952,21.6825495991622
"SPO-SE0022A_00005_100","2017-11-19",46,18.0578,59.316,58,-0.3,998.733333333333,89.25,0.7,346.666666666667,1745766,2.4833333325,7.09404761589286
"SPO-SE0027A_00005_100","2017-11-19",46,18.0583,59.3408,8,-0.3,998.733333333333,89.25,0.7,346.666666666667,1745766,NA,NA
"SPO-SE0056A_00005_101","2017-11-19",46,12.8336,55.8774,10,3.3,998.7625,87.5833333333333,3.6,304.333333333333,0,5,10.5714285714286
"SPO-SE0058A_00005_100","2017-11-19",46,13.0062,55.5847,11,4.4,999.55,85.125,3,303.583333333333,333633,6.55416666291667,10.5828030275983
"SPO-SE0059A_00005_100","2017-11-19",46,20.2585,63.8289,15,-3.3,1000.31666666667,88.875,6.8,352.083333333333,125080,2.137499995,4.82678571053571
"SPO-SE0061A_00005_100","2017-11-19",46,15.9922,59.5139,6.5,-0.5,999.554166666667,84.5416666666667,0.8,142.583333333333,0,4.4,5.41428571
"SPO-SE0066A_00005_100","2017-11-19",46,18.6313,59.8324,24,-0.4,998.316666666667,95.1666666666667,1.2,281.583333333333,0,2.22499999791667,6.32499999630952
"SPO-SE0071A_00005_100","2017-11-19",46,17.9224,59.4435,34,-0.6,998.733333333333,89.25,0.7,270,1745766,9.10833333,5.87142856755952
"SPO-SE0081A_00005_100","2017-11-19",46,16.1779,58.589,12,-0.1,998.5375,89.4583333333333,1.3,142.25,140927,4.71695832166667,8.94198807577382
"SPO-SE0085A_00005_100","2017-11-19",46,12.6916,56.0472,3,3.3,998.7625,87.5833333333333,3.6,304.333333333333,143304,6.9,12.4714285685714
"SPO-SE0087A_00005_100","2017-11-19",46,18.0044,59.3255,16,-0.3,998.733333333333,89.25,0.7,346.666666666667,1745766,9.20833332916667,14.3898809495238
"SPO-SE0091A_00005_100","2017-11-19",46,20.9605,64.7505,10,-5.4,1003.55,92.875,0.5,346.666666666667,0,3.199951,4.46664433
"SPO-SE0092A_00005_100","2017-11-19",46,15.6305,58.411,48,-0.7,998.65,91.4583333333333,2.8,155,158520,-0.657428575714286,4.5702001459228
"SPO-SE0093A_00005_100","2017-11-19",46,12.8634,56.6721,6,2.7,998.141666666667,93.7083333333333,1.7,300.75,0,4.7,12.9833333316667
"SPO-SE0095A_00005_100","2017-11-19",46,17.3089,62.3886,7,-2.8,999.791666666667,87.75,1.2,320.416666666667,0,2.00083332875,5.33982142476191
"SPO-SE0100A_00005_100","2017-11-19",46,22.1404,65.5806,4.1,-6.9,1005.06666666667,89.6666666666667,0.2,197.916666666667,0,2.39999999,2.47142856714286
"SPO-SE0103A_00005_100","2017-11-19",46,16.198,58.5917,8,-0.1,998.5375,89.4583333333333,1.3,142.25,140927,5.09070832166667,8.53693942152174
"SPO-SE0104A_00005_100","2017-11-19",46,17.6357,59.8601,22,-0.9,999.229166666667,89.5,2,339.166666666667,219914,0.87083333125,5.07797618690476
"SPO-SE0106A_00005_100","2017-11-19",46,18.7161,63.2914,10,-4.1,1001.02083333333,91.25,2.6,340.416666666667,0,3.39999999,8.41428571
"SPO-SE0113A_00005_100","2017-11-19",46,12.9447,57.7208,143,1.2,998.4375,100,6.1,198.958333333333,111026,3.1,8.78571428285714
"SPO-SE0114A_00005_100","2017-11-19",46,17.6348,59.2013,37,-0.6,998.733333333333,89.5416666666667,3.1,176.791666666667,75773,3.70833333041667,6.30641156136395
"SPO-SE0117A_00005_100","2017-11-19",46,18.3036,57.6369,44,2.9,996.5875,97.5833333333333,1.7,137.5,0,11,8.88571428571429
"SPO-SE09569_00005_100","2017-11-19",46,17.3032,62.3865,20,-2.8,999.791666666667,87.75,1.2,320.416666666667,0,2.37886955565217,7.59043528119566
"SPO-SE135019_00005_100","2017-11-19",46,14.8573,56.1773,5,3.6,996.825,87.75,2,280.833333333333,0,1.22105121333333,6.29901896999783
"SPO-SE135020_00005_100","2017-11-19",46,13.4981,59.3782,47,-1.7,1001.525,94.0833333333333,0,175.958333333333,0,NA,5.83333333
"SPO-SE155527_00005_100","2017-11-19",46,18.0757,59.3146,24,-0.3,998.733333333333,89.25,0.7,346.666666666667,1745766,14.6708333320833,13.7732142823214
"SPO-SE155530_00005_100","2017-11-19",46,16.5505,59.6099,23,-0.5,999.554166666667,84.5416666666667,0.5,142.583333333333,150134,4.07208332833333,4.96047618630952
"SPO-SE155531_00005_100","2017-11-19",46,13.1575,55.3729,1.7,4.4,998.825,85.125,3,303.583333333333,0,NA,13.01666666
"SPO-SE156417_00005_100","2017-11-19",46,17.6463,59.8571,15,-0.9,999.229166666667,89.5,2,339.166666666667,219914,3.8124999975,5.53095237803572
"SPO-SE157993_00005_100","2017-11-19",46,18.004,59.3133,37,-0.3,998.733333333333,89.25,0.7,346.666666666667,1745766,10.7749999966667,6.71547618666667
"SPO-SE30312_00005_100","2017-11-19",46,16.1923,58.596,6,-0.1,998.5375,89.4583333333333,1.3,142.25,140927,3.51195832125,8.7862036557298
"SPO-SE31752_00005_100","2017-11-19",46,21.4792,65.3181,8.5,-6.2,1006.37916666667,91.2083333333333,1,123.666666666667,0,NA,NA
"SPO-SE32082_00005_101","2017-11-19",46,14.7861,56.8786,165,1.5,996.658333333333,97.7916666666667,0.5,249.625,0,2.45416666416667,7.50119047244048
"SPO-SE34399_00005_100","2017-11-19",46,17.9577,59.4102,39,-0.6,998.733333333333,89.25,0.7,270,1745766,3.95833332916667,5.82499999613095
"SPO-SE36245_00005_100","2017-11-19",46,17.1471,60.6715,10,-1.6,999.708333333333,88.25,0.5,335.458333333333,0,2.69999999833333,6.39642856767857
"SPO-SE36364_00005_100","2017-11-19",46,15.2149,59.2683,26,-0.5,1000.25833333333,97,0.2,359,150291,0.6,4.02857142285714
"SPO-SE36365_00005_100","2017-11-19",46,14.1737,57.7816,90,-0.6,998.020833333333,97.2083333333333,2,247.5,137481,2.2,6.22857142285714
"SPO-SE37479_00005_100","2017-11-19",46,17.9199,59.489,39,-0.6,998.608333333333,89.25,0.7,270,1745766,4.34583333041667,4.66428571125
"SPO-SE38350_00005_100","2017-11-19",46,13.1803,55.7033,40,3.9,998.825,85.125,3.1,303.583333333333,121274,6.72392130541667,7.54317564922933
"SPO-SE0003A_00005_100","2017-11-20",47,18.0488,59.3172,24,-0.6,1006.9,91.3333333333333,1.1,333.333333333333,1745766,6.379166665,14.6692640657576
"SPO-SE0004A_00005_100","2017-11-20",47,11.9702,57.709,31.3,-2.7,1010.39583333333,91.4166666666667,0,38.9583333333333,564039,6.85186931173913,9.78823211650874
"SPO-SE0005R_00005_100","2017-11-20",47,15.3197,63.8455,380,-10.8,1011.225,86.875,0,282.125,0,1.5,1.73333333333333
"SPO-SE0014R_00005_100","2017-11-20",47,11.9142,57.3937,2,0.7,1010.39583333333,91.4166666666667,0,75,0,5.59999999,14.4571428528571
"SPO-SE0021A_00005_100","2017-11-20",47,11.9946,57.7009,4.8,-2.7,1010.39583333333,91.4166666666667,0,38.9583333333333,564039,10.8606051265217,17.6739940120722
"SPO-SE0022A_00005_100","2017-11-20",47,18.0578,59.316,58,-0.6,1006.9,91.3333333333333,1.1,333.333333333333,1745766,3.30833332833333,6.77261904375
"SPO-SE0027A_00005_100","2017-11-20",47,18.0583,59.3408,8,-0.6,1006.9,91.3333333333333,1.1,333.333333333333,1745766,NA,NA
"SPO-SE0056A_00005_101","2017-11-20",47,12.8336,55.8774,10,-0.5,1009.825,87.7083333333333,0.4,127.041666666667,0,9,12.2857142857143
"SPO-SE0058A_00005_100","2017-11-20",47,13.0062,55.5847,11,0.1,1010.1125,90.5416666666667,0,86.5,333633,14.6583333308333,11.5327380915476
"SPO-SE0059A_00005_100","2017-11-20",47,20.2585,63.8289,15,-5,1008.225,88.7916666666667,0.5,334.166666666667,125080,1.92083333125,5.4702380914881
"SPO-SE0061A_00005_100","2017-11-20",47,15.9922,59.5139,6.5,-1.6,1008.1125,86.5,0.8,303.458333333333,0,2.29999999,6.32857142285714
"SPO-SE0066A_00005_100","2017-11-20",47,18.6313,59.8324,24,0.2,1005.7625,98.2916666666667,1.7,303.375,0,3.45416666125,6.73690475767857
"SPO-SE0071A_00005_100","2017-11-20",47,17.9224,59.4435,34,-0.9,1006.9,91.3333333333333,1.1,301.666666666667,1745766,5.92499999583333,6.72083332916667
"SPO-SE0081A_00005_100","2017-11-20",47,16.1779,58.589,12,-2,1008.3625,88.7916666666667,0,303.041666666667,140927,4.27170833166667,9.51442261202381
"SPO-SE0085A_00005_100","2017-11-20",47,12.6916,56.0472,3,-0.5,1009.825,87.7083333333333,0.4,127.041666666667,143304,7.4,10.44285714
"SPO-SE0087A_00005_100","2017-11-20",47,18.0044,59.3255,16,-0.6,1006.9,91.3333333333333,1.1,333.333333333333,1745766,9.90833333,14.934523806369
"SPO-SE0091A_00005_100","2017-11-20",47,20.9605,64.7505,10,-6.4,1009.375,91.2083333333333,2.7,303.75,0,4.09997599,8.51423856714286
"SPO-SE0092A_00005_100","2017-11-20",47,15.6305,58.411,48,-2.1,1008.98695652174,89.4782608695652,0,277.826086956522,158520,NA,NA
"SPO-SE0093A_00005_100","2017-11-20",47,12.8634,56.6721,6,-2.5,1009.94583333333,91.7916666666667,0,176.625,0,10.4,12.1428571385714
"SPO-SE0095A_00005_100","2017-11-20",47,17.3089,62.3886,7,-5,1008.14583333333,82.4166666666667,1.3,317.916666666667,0,2.26291666333333,7.57071428220238
"SPO-SE0100A_00005_100","2017-11-20",47,22.1404,65.5806,4.1,-6,1009.09166666667,92.0416666666667,5.7,322.083333333333,0,3.89999999,7.78333333166667
"SPO-SE0103A_00005_100","2017-11-20",47,16.198,58.5917,8,-2,1008.3625,88.7916666666667,0,303.041666666667,140927,5.87212499791667,9.40608927845239
"SPO-SE0104A_00005_100","2017-11-20",47,17.6357,59.8601,22,-1.2,1007.1375,90.5,0,334.583333333333,219914,2.58749999708333,5.84940475869048
"SPO-SE0106A_00005_100","2017-11-20",47,18.7161,63.2914,10,-6.4,1008.71666666667,87.5416666666667,0.2,343.75,0,5.29999999,9.48571428285714
"SPO-SE0113A_00005_100","2017-11-20",47,12.9447,57.7208,143,-3.7,1009.70416666667,100,0,243.583333333333,111026,5.9,8.24285714142857
"SPO-SE0114A_00005_100","2017-11-20",47,17.6348,59.2013,37,-0.7,1006.9,92.2916666666667,2.2,317.208333333333,75773,4.70416666333333,8.69999999690477
"SPO-SE0117A_00005_100","2017-11-20",47,18.3036,57.6369,44,1.9,1006.175,95.4583333333333,0.7,298.333333333333,0,4.9,14.9571428557143
"SPO-SE09569_00005_100","2017-11-20",47,17.3032,62.3865,20,-5,1008.14583333333,82.4166666666667,1.3,317.916666666667,0,3.83962499833333,8.28902693819846
"SPO-SE135019_00005_100","2017-11-20",47,14.8573,56.1773,5,-0.5,1009.42916666667,83.625,0,277.916666666667,0,4.69191996952381,6.26425773454115
"SPO-SE135020_00005_100","2017-11-20",47,13.4981,59.3782,47,-6.8,1009.85294117647,91.875,0.1,221.916666666667,0,3.2,7.09999999571429
"SPO-SE155527_00005_100","2017-11-20",47,18.0757,59.3146,24,-0.6,1006.9,91.3333333333333,1.1,333.333333333333,1745766,5.90833333166667,15.9792857107899
"SPO-SE155530_00005_100","2017-11-20",47,16.5505,59.6099,23,-1.7,1008.1125,86.5,1.7,303.458333333333,150134,2.90666666333333,4.98851190154762
"SPO-SE155531_00005_100","2017-11-20",47,13.1575,55.3729,1.7,0.1,1010.10833333333,90.5416666666667,0,86.5,0,10.19999999,12.5833333283333
"SPO-SE156417_00005_100","2017-11-20",47,17.6463,59.8571,15,-1.2,1007.1375,90.5,0,334.583333333333,219914,5.32083333,7.49166666255952
"SPO-SE157993_00005_100","2017-11-20",47,18.004,59.3133,37,-0.6,1006.9,91.3333333333333,1.1,333.333333333333,1745766,7.54583333,10.1585662489074
"SPO-SE30312_00005_100","2017-11-20",47,16.1923,58.596,6,-2,1008.3625,88.7916666666667,0,303.041666666667,140927,4.34170833166667,15.4697202310119
"SPO-SE31752_00005_100","2017-11-20",47,21.4792,65.3181,8.5,-6.6,1010.00434782609,88.4166666666667,5.2,335.5,0,NA,NA
"SPO-SE32082_00005_101","2017-11-20",47,14.7861,56.8786,165,-2,1009.05833333333,91.5,0,311.791666666667,0,3.88333333083333,10.5190476156548
"SPO-SE34399_00005_100","2017-11-20",47,17.9577,59.4102,39,-0.9,1006.9,91.3333333333333,1.1,301.666666666667,1745766,3.8782608673913,7.83498964409162
"SPO-SE36245_00005_100","2017-11-20",47,17.1471,60.6715,10,-1.9,1007.7875,85.9583333333333,0.2,330.583333333333,0,2.49166666333333,6.13333332934524
"SPO-SE36364_00005_100","2017-11-20",47,15.2149,59.2683,26,-5.2,1008.55416666667,96.175,0,305.25,150291,6.9,6.42857142714286
"SPO-SE36365_00005_100","2017-11-20",47,14.1737,57.7816,90,-3.6,1009.55416666667,95,0,270,137481,5.29999999,6.92857142571429
"SPO-SE37479_00005_100","2017-11-20",47,17.9199,59.489,39,-0.9,1006.525,91.3333333333333,1.1,301.666666666667,1745766,5.1124999975,8.1898809485119
"SPO-SE38350_00005_100","2017-11-20",47,13.1803,55.7033,40,-0.2,1010.10833333333,90.5416666666667,0,86.5,121274,9.18167186571429,8.12935776155408
"SPO-SE0003A_00005_100","2017-11-21",47,18.0488,59.3172,24,-1.8,1010.86666666667,93.3333333333333,4.6,326.666666666667,1745766,6.09999999708333,14.6692640657576
"SPO-SE0004A_00005_100","2017-11-21",47,11.9702,57.709,31.3,-2.7,1011.20416666667,90.5416666666667,2.6,74.3333333333333,564039,6.55738094619048,9.78823211650874
"SPO-SE0005R_00005_100","2017-11-21",47,15.3197,63.8455,380,-13.9,1013.8125,88.5416666666667,2.4,281.25,0,2,1.73333333333333
"SPO-SE0014R_00005_100","2017-11-21",47,11.9142,57.3937,2,-0.5,1011.20416666667,90.5416666666667,2.6,87.7083333333333,0,3.7,14.4571428528571
"SPO-SE0021A_00005_100","2017-11-21",47,11.9946,57.7009,4.8,-2.7,1011.20416666667,90.5416666666667,2.6,74.3333333333333,564039,11.3607119463636,17.6739940120722
"SPO-SE0022A_00005_100","2017-11-21",47,18.0578,59.316,58,-1.8,1010.86666666667,93.3333333333333,4.6,326.666666666667,1745766,4.05833333166667,6.77261904375
"SPO-SE0027A_00005_100","2017-11-21",47,18.0583,59.3408,8,-1.8,1010.86666666667,93.3333333333333,4.6,326.666666666667,1745766,NA,NA
"SPO-SE0056A_00005_101","2017-11-21",47,12.8336,55.8774,10,-0.1,1010.22916666667,88.5,7.7,90.4583333333333,0,21,12.2857142857143
"SPO-SE0058A_00005_100","2017-11-21",47,13.0062,55.5847,11,0.1,1010.2,93.4583333333333,9.4,58.875,333633,10.49583332875,11.5327380915476
"SPO-SE0059A_00005_100","2017-11-21",47,20.2585,63.8289,15,-3.6,1012.1,95.1666666666667,2.7,249.583333333333,125080,3.13749999583333,5.4702380914881
"SPO-SE0061A_00005_100","2017-11-21",47,15.9922,59.5139,6.5,-2.4,1011.82083333333,87.1666666666667,0.1,212.708333333333,0,3.39999999,6.32857142285714
"SPO-SE0066A_00005_100","2017-11-21",47,18.6313,59.8324,24,-1.4,1010.55,96.1666666666667,0.5,298.708333333333,0,5.087499995,6.73690475767857
"SPO-SE0071A_00005_100","2017-11-21",47,17.9224,59.4435,34,-2.1,1010.86666666667,93.3333333333333,4.6,306.25,1745766,7.85833332666667,6.72083332916667
"SPO-SE0081A_00005_100","2017-11-21",47,16.1779,58.589,12,-2.3,1011.73333333333,89.875,0.1,272.208333333333,140927,7.52895832958333,9.51442261202381
"SPO-SE0085A_00005_100","2017-11-21",47,12.6916,56.0472,3,-0.1,1010.22916666667,88.5,7.7,90.4583333333333,143304,8.5,10.44285714
"SPO-SE0087A_00005_100","2017-11-21",47,18.0044,59.3255,16,-1.8,1010.86666666667,93.3333333333333,4.6,326.666666666667,1745766,13.8749999975,14.934523806369
"SPO-SE0091A_00005_100","2017-11-21",47,20.9605,64.7505,10,-4,1013.53333333333,96.6666666666667,0.4,158.333333333333,0,3.79998799,8.51423856714286
"SPO-SE0092A_00005_100","2017-11-21",47,15.6305,58.411,48,-4.1,1012.11666666667,94.5833333333333,0,145.833333333333,158520,NA,NA
"SPO-SE0093A_00005_100","2017-11-21",47,12.8634,56.6721,6,-3.1,1011.3875,97,2.4,70.7916666666667,0,9.8,12.1428571385714
"SPO-SE0095A_00005_100","2017-11-21",47,17.3089,62.3886,7,-7.3,1011.35,88.5,4.6,308.75,0,2.64208332833333,7.57071428220238
"SPO-SE0100A_00005_100","2017-11-21",47,22.1404,65.5806,4.1,-1.9,1015.47083333333,93.9166666666667,2.5,91.6666666666667,0,2.1,7.78333333166667
"SPO-SE0103A_00005_100","2017-11-21",47,16.198,58.5917,8,-2.3,1011.73333333333,89.875,0.1,272.208333333333,140927,9.0614583275,9.40608927845239
"SPO-SE0104A_00005_100","2017-11-21",47,17.6357,59.8601,22,-2.9,1011.39583333333,91.2083333333333,0,322.5,219914,4.32916666375,5.84940475869048
"SPO-SE0106A_00005_100","2017-11-21",47,18.7161,63.2914,10,-5.8,1012.1375,93.6666666666667,7,292.5,0,6,9.48571428285714
"SPO-SE0113A_00005_100","2017-11-21",47,12.9447,57.7208,143,-3.5,1011.30833333333,100,1.1,107.125,111026,8.5,8.24285714142857
"SPO-SE0114A_00005_100","2017-11-21",47,17.6348,59.2013,37,-1.9,1010.86666666667,93.25,0.3,319.416666666667,75773,6.56666666333333,8.69999999690477
"SPO-SE0117A_00005_100","2017-11-21",47,18.3036,57.6369,44,1.6,1010.32083333333,93.75,0.8,317.916666666667,0,4.79999999,14.9571428557143
"SPO-SE09569_00005_100","2017-11-21",47,17.3032,62.3865,20,-7.3,1011.35,88.5,4.6,308.75,0,6.30417391086957,8.28902693819846
"SPO-SE135019_00005_100","2017-11-21",47,14.8573,56.1773,5,-2.5,1012.17083333333,92.7916666666667,4.5,52.0833333333333,0,5.83653963375,6.26425773454115
"SPO-SE135020_00005_100","2017-11-21",47,13.4981,59.3782,47,-5.1,1012.53043478261,94,0,183.416666666667,0,5.7,7.09999999571429
"SPO-SE155527_00005_100","2017-11-21",47,18.0757,59.3146,24,-1.8,1010.86666666667,93.3333333333333,4.6,326.666666666667,1745766,8.88333333125,15.9792857107899
"SPO-SE155530_00005_100","2017-11-21",47,16.5505,59.6099,23,-3.2,1011.82083333333,87.1666666666667,0,212.708333333333,150134,3.62458333083333,4.98851190154762
"SPO-SE155531_00005_100","2017-11-21",47,13.1575,55.3729,1.7,0.1,1010.50416666667,93.4583333333333,9.4,58.875,0,6.5,12.5833333283333
"SPO-SE156417_00005_100","2017-11-21",47,17.6463,59.8571,15,-2.9,1011.39583333333,91.2083333333333,0,322.5,219914,5.37916666125,7.49166666255952
"SPO-SE157993_00005_100","2017-11-21",47,18.004,59.3133,37,-1.8,1010.86666666667,93.3333333333333,4.6,326.666666666667,1745766,7.1249999965,10.1585662489074
"SPO-SE30312_00005_100","2017-11-21",47,16.1923,58.596,6,-2.3,1011.73333333333,89.875,0.1,272.208333333333,140927,7.25312499458333,15.4697202310119
"SPO-SE31752_00005_100","2017-11-21",47,21.4792,65.3181,8.5,-3.7,1016.5,89.25,3.9,115.041666666667,0,NA,NA
"SPO-SE32082_00005_101","2017-11-21",47,14.7861,56.8786,165,-4.2,1011.77083333333,99,0.5,114.333333333333,0,19.9749999979167,10.5190476156548
"SPO-SE34399_00005_100","2017-11-21",47,17.9577,59.4102,39,-2.1,1010.86666666667,93.3333333333333,4.6,306.25,1745766,4.23749999416667,7.83498964409162
"SPO-SE36245_00005_100","2017-11-21",47,17.1471,60.6715,10,-3.8,1011.54583333333,86.125,0,318.791666666667,0,3.849999995,6.13333332934524
"SPO-SE36364_00005_100","2017-11-21",47,15.2149,59.2683,26,-4.2,1011.79166666667,95.3571428571429,0,259.357142857143,150291,2.2,6.42857142714286
"SPO-SE36365_00005_100","2017-11-21",47,14.1737,57.7816,90,-3.8,1011.80416666667,96.6666666666667,2.9,171.666666666667,137481,6.2,6.92857142571429
"SPO-SE37479_00005_100","2017-11-21",47,17.9199,59.489,39,-2.1,1010.90833333333,93.3333333333333,4.6,306.25,1745766,7.29999999458333,8.1898809485119
"SPO-SE38350_00005_100","2017-11-21",47,13.1803,55.7033,40,0.5,1010.50416666667,93.4583333333333,7.6,58.875,121274,7.44266638375,8.12935776155408
"SPO-SE0003A_00005_100","2017-11-22",47,18.0488,59.3172,24,-0.4,1009.66666666667,94.3333333333333,6.4,53.3333333333333,1745766,7.17916666208333,14.6692640657576
"SPO-SE0004A_00005_100","2017-11-22",47,11.9702,57.709,31.3,2.8,999.3875,90.25,10,131.041666666667,564039,7.27040142263158,9.78823211650874
"SPO-SE0005R_00005_100","2017-11-22",47,15.3197,63.8455,380,-4.9,1009.125,95.125,13.3,87.7083333333333,0,NA,1.73333333333333
"SPO-SE0014R_00005_100","2017-11-22",47,11.9142,57.3937,2,5.1,999.3875,90.25,10,142.125,0,31.89999999,14.4571428528571
"SPO-SE0021A_00005_100","2017-11-22",47,11.9946,57.7009,4.8,2.8,999.3875,90.25,10,131.041666666667,564039,14.7489240888235,17.6739940120722
"SPO-SE0022A_00005_100","2017-11-22",47,18.0578,59.316,58,-0.4,1009.66666666667,94.3333333333333,6.4,53.3333333333333,1745766,4.50833332791667,6.77261904375
"SPO-SE0027A_00005_100","2017-11-22",47,18.0583,59.3408,8,-0.4,1009.66666666667,94.3333333333333,6.4,53.3333333333333,1745766,NA,NA
"SPO-SE0056A_00005_101","2017-11-22",47,12.8336,55.8774,10,6.1,1001.3375,95.7083333333333,2.4,152.291666666667,0,11,12.2857142857143
"SPO-SE0058A_00005_100","2017-11-22",47,13.0062,55.5847,11,7.3,1002.6,95.5833333333333,8.1,176.083333333333,333633,10.1916666608333,11.5327380915476
